quality_id,supplier_id,month,inspection_score,defect_rate,return_rate,complaints
QUA_SUP000007_17,SUP000007,Month_17,97.6,0.63,0.44,0
QUA_SUP000007_18,SUP000007,Month_18,96.8,0.56,0.4,0
QUA_SUP000007_19,SUP000007,Month_19,97.6,0.48,0.33,0
QUA_SUP000007_20,SUP000007,Month_20,96.0,0.61,0.53,0
QUA_SUP000007_21,SUP000007,Month_21,96.3,0.7,0.49,0
QUA_SUP000007_22,SUP000007,Month_22,97.3,0.51,0.4,0
QUA_SUP000007_23,SUP000007,Month_23,97.7,0.71,0.47,0
QUA_SUP000007_24,SUP000007,Month_24,96.8,0.48,0.31,2
QUA_SUP000007_25,SUP000007,Month_25,96.2,0.5,0.36,0
QUA_SUP000007_26,SUP000007,Month_26,97.8,0.25,0.16,1
QUA_SUP000007_27,SUP000007,Month_27,97.1,0.22,0.17,0
QUA_SUP000007_28,SUP000007,Month_28,97.0,0.3,0.18,0
QUA_SUP000007_29,SUP000007,Month_29,97.9,0.35,0.23,0
QUA_SUP000007_30,SUP000007,Month_30,97.3,0.24,0.15,0
QUA_SUP000007_31,SUP000007,Month_31,97.0,0.29,0.25,0
QUA_SUP000007_32,SUP000007,Month_32,96.8,0.28,0.18,0
QUA_SUP000007_33,SUP000007,Month_33,97.1,0.45,0.28,0
QUA_SUP000007_34,SUP000007,Month_34,97.9,0.65,0.42,0
QUA_SUP000007_35,SUP000007,Month_35,96.4,0.42,0.35,0
QUA_SUP000007_36,SUP000007,Month_36,96.9,0.51,0.45,0
QUA_SUP000007_37,SUP000007,Month_37,97.2,0.46,0.37,0
QUA_SUP000007_38,SUP000007,Month_38,96.6,0.2,0.13,0
QUA_SUP000007_39,SUP000007,Month_39,96.1,0.41,0.34,0
QUA_SUP000007_40,SUP000007,Month_40,97.1,0.67,0.58,0
QUA_SUP000007_41,SUP000007,Month_41,96.9,0.5,0.41,0
QUA_SUP000007_42,SUP000007,Month_42,96.6,0.66,0.48,0
QUA_SUP000007_43,SUP000007,Month_43,97.4,0.57,0.39,0
QUA_SUP000007_44,SUP000007,Month_44,97.2,0.62,0.41,0
QUA_SUP000007_45,SUP000007,Month_45,96.5,0.67,0.55,0
QUA_SUP000007_46,SUP000007,Month_46,96.9,0.67,0.44,0
QUA_SUP000007_47,SUP000007,Month_47,97.1,0.4,0.36,0
QUA_SUP000007_48,SUP000007,Month_48,96.5,0.65,0.45,0
QUA_SUP000007_49,SUP000007,Month_49,97.3,0.35,0.31,0
QUA_SUP000007_50,SUP000007,Month_50,97.4,0.58,0.38,0
QUA_SUP000007_51,SUP000007,Month_51,97.0,0.72,0.55,0
QUA_SUP000007_52,SUP000007,Month_52,98.0,0.24,0.15,0
QUA_SUP000007_53,SUP000007,Month_53,97.5,0.37,0.27,0
QUA_SUP000007_54,SUP000007,Month_54,96.5,0.46,0.34,0
QUA_SUP000007_55,SUP000007,Month_55,96.1,0.56,0.46,0
QUA_SUP000007_56,SUP000007,Month_56,96.8,0.59,0.5,0
QUA_SUP000007_57,SUP000007,Month_57,96.8,0.21,0.13,0
QUA_SUP000007_58,SUP000007,Month_58,97.8,0.37,0.31,0
QUA_SUP000007_59,SUP000007,Month_59,97.0,0.24,0.18,0
QUA_SUP000007_60,SUP000007,Month_60,96.5,0.69,0.45,0
QUA_SUP000008_01,SUP000008,Month_01,90.7,1.17,0.81,0
QUA_SUP000008_02,SUP000008,Month_02,94.3,1.89,1.6,0
QUA_SUP000008_03,SUP000008,Month_03,85.4,1.59,1.25,0
QUA_SUP000008_04,SUP000008,Month_04,89.9,1.4,1.1,0
QUA_SUP000008_05,SUP000008,Month_05,88.3,1.4,0.84,0
QUA_SUP000008_06,SUP000008,Month_06,93.9,1.12,0.79,0
QUA_SUP000008_07,SUP000008,Month_07,86.0,1.64,1.02,0
QUA_SUP000008_08,SUP000008,Month_08,90.1,1.06,0.68,0
QUA_SUP000008_09,SUP000008,Month_09,89.9,1.06,0.85,0
QUA_SUP000008_10,SUP000008,Month_10,87.3,1.47,1.02,0
QUA_SUP000008_11,SUP000008,Month_11,89.3,1.11,0.94,0
QUA_SUP000008_12,SUP000008,Month_12,86.1,1.55,1.32,0
QUA_SUP000008_13,SUP000008,Month_13,86.6,1.4,1.02,0
QUA_SUP000008_14,SUP000008,Month_14,88.6,2.28,1.5,0
QUA_SUP000008_15,SUP000008,Month_15,86.9,0.87,0.62,0
QUA_SUP000008_16,SUP000008,Month_16,92.4,2.33,1.51,0
QUA_SUP000008_17,SUP000008,Month_17,87.0,1.61,1.29,0
QUA_SUP000008_18,SUP000008,Month_18,87.7,1.52,1.16,0
QUA_SUP000008_19,SUP000008,Month_19,93.0,2.01,1.4,0
QUA_SUP000008_20,SUP000008,Month_20,92.6,2.3,1.73,0
QUA_SUP000008_21,SUP000008,Month_21,94.2,2.23,1.6,0
QUA_SUP000008_22,SUP000008,Month_22,86.1,0.98,0.6,0
QUA_SUP000008_23,SUP000008,Month_23,86.6,1.65,1.37,0
QUA_SUP000008_24,SUP000008,Month_24,87.4,1.95,1.37,0
QUA_SUP000008_25,SUP000008,Month_25,94.8,2.05,1.5,0
QUA_SUP000008_26,SUP000008,Month_26,87.9,1.63,1.35,0
QUA_SUP000008_27,SUP000008,Month_27,87.5,1.06,0.8,0
QUA_SUP000008_28,SUP000008,Month_28,87.5,2.1,1.81,0
QUA_SUP000008_29,SUP000008,Month_29,94.9,1.22,1.03,0
QUA_SUP000008_30,SUP000008,Month_30,87.0,2.0,1.69,0
QUA_SUP000008_31,SUP000008,Month_31,92.0,1.65,1.08,0
QUA_SUP000008_32,SUP000008,Month_32,94.9,1.81,1.43,0
QUA_SUP000008_33,SUP000008,Month_33,87.3,1.02,0.63,0
QUA_SUP000008_34,SUP000008,Month_34,94.9,2.38,1.73,2
QUA_SUP000008_35,SUP000008,Month_35,91.2,0.95,0.59,0
QUA_SUP000008_36,SUP000008,Month_36,89.1,1.32,1.04,0
QUA_SUP000008_37,SUP000008,Month_37,87.3,1.37,1.02,0
QUA_SUP000008_38,SUP000008,Month_38,90.1,1.89,1.31,0
QUA_SUP000008_39,SUP000008,Month_39,87.7,1.28,0.9,0
QUA_SUP000008_40,SUP000008,Month_40,89.2,1.34,0.83,0
QUA_SUP000008_41,SUP000008,Month_41,85.4,0.89,0.73,0
QUA_SUP000008_42,SUP000008,Month_42,87.1,1.6,1.4,0
QUA_SUP000008_43,SUP000008,Month_43,86.0,1.11,0.99,0
QUA_SUP000008_44,SUP000008,Month_44,88.6,1.32,0.83,0
QUA_SUP000008_45,SUP000008,Month_45,85.1,1.74,1.49,0
QUA_SUP000008_46,SUP000008,Month_46,88.3,2.06,1.46,0
QUA_SUP000008_47,SUP000008,Month_47,92.8,1.7,1.21,2
QUA_SUP000008_48,SUP000008,Month_48,91.5,1.16,0.83,0
QUA_SUP000008_49,SUP000008,Month_49,93.9,1.02,0.84,0
QUA_SUP000008_50,SUP000008,Month_50,86.2,1.8,1.57,0
QUA_SUP000008_51,SUP000008,Month_51,91.5,1.12,0.91,0
QUA_SUP000008_52,SUP000008,Month_52,94.3,0.93,0.71,0
QUA_SUP000008_53,SUP000008,Month_53,88.4,2.03,1.82,0
QUA_SUP000008_54,SUP000008,Month_54,87.0,2.03,1.24,0
QUA_SUP000008_55,SUP000008,Month_55,86.9,1.74,1.17,0
QUA_SUP000008_56,SUP000008,Month_56,93.8,2.25,1.96,0
QUA_SUP000008_57,SUP000008,Month_57,94.8,2.32,1.71,0
QUA_SUP000008_58,SUP000008,Month_58,92.2,2.35,1.46,0
QUA_SUP000008_59,SUP000008,Month_59,89.2,2.38,1.79,0
QUA_SUP000008_60,SUP000008,Month_60,85.2,1.82,1.47,0
QUA_SUP000009_01,SUP000009,Month_01,82.8,1.13,0.78,0
QUA_SUP000009_02,SUP000009,Month_02,82.5,1.43,1.1,0
QUA_SUP000009_03,SUP000009,Month_03,88.6,2.89,2.44,0
QUA_SUP000009_04,SUP000009,Month_04,88.1,2.15,1.71,0
QUA_SUP000009_05,SUP000009,Month_05,88.2,1.87,1.58,0
QUA_SUP000009_06,SUP000009,Month_06,82.4,1.1,0.82,0
QUA_SUP000009_07,SUP000009,Month_07,80.6,1.55,0.98,1
QUA_SUP000009_08,SUP000009,Month_08,85.4,2.2,1.71,0
QUA_SUP000009_09,SUP000009,Month_09,82.8,1.04,0.63,0
QUA_SUP000009_10,SUP000009,Month_10,89.4,2.15,1.29,0
QUA_SUP000009_11,SUP000009,Month_11,85.5,1.26,1.12,0
QUA_SUP000009_12,SUP000009,Month_12,80.4,2.07,1.57,2
QUA_SUP000009_13,SUP000009,Month_13,84.0,1.03,0.77,0
QUA_SUP000009_14,SUP000009,Month_14,90.0,1.83,1.26,0
QUA_SUP000009_15,SUP000009,Month_15,83.8,1.69,1.06,2
QUA_SUP000009_16,SUP000009,Month_16,89.3,1.99,1.22,0
QUA_SUP000009_17,SUP000009,Month_17,83.6,2.97,2.22,0
QUA_SUP000009_18,SUP000009,Month_18,87.7,2.82,2.41,0
QUA_SUP000009_19,SUP000009,Month_19,91.3,1.21,0.8,0
QUA_SUP000009_20,SUP000009,Month_20,89.9,1.28,1.15,0
QUA_SUP000009_21,SUP000009,Month_21,90.3,2.45,1.64,2
QUA_SUP000009_22,SUP000009,Month_22,81.1,2.45,2.07,0
QUA_SUP000009_23,SUP000009,Month_23,89.8,2.08,1.25,0
QUA_SUP000009_24,SUP000009,Month_24,88.3,1.1,0.96,0
QUA_SUP000009_25,SUP000009,Month_25,80.5,1.1,0.76,0
QUA_SUP000009_26,SUP000009,Month_26,83.2,2.38,1.99,0
QUA_SUP000009_27,SUP000009,Month_27,84.6,2.4,2.1,0
QUA_SUP000009_28,SUP000009,Month_28,87.0,1.24,0.86,0
QUA_SUP000009_29,SUP000009,Month_29,81.8,2.17,1.85,0
QUA_SUP000009_30,SUP000009,Month_30,90.7,2.27,1.82,0
QUA_SUP000009_31,SUP000009,Month_31,86.3,1.48,1.1,0
QUA_SUP000009_32,SUP000009,Month_32,85.9,1.56,1.3,0
QUA_SUP000009_33,SUP000009,Month_33,85.8,1.18,0.98,0
QUA_SUP000009_34,SUP000009,Month_34,88.5,1.71,1.45,0
QUA_SUP000009_35,SUP000009,Month_35,82.9,2.29,1.97,0
QUA_SUP000009_36,SUP000009,Month_36,88.3,1.15,0.86,0
QUA_SUP000009_37,SUP000009,Month_37,82.5,2.34,1.73,2
QUA_SUP000009_38,SUP000009,Month_38,84.6,1.98,1.39,0
QUA_SUP000009_39,SUP000009,Month_39,89.8,2.52,1.9,0
QUA_SUP000009_40,SUP000009,Month_40,83.8,2.89,2.35,0
QUA_SUP000009_41,SUP000009,Month_41,87.9,2.7,1.7,0
QUA_SUP000009_42,SUP000009,Month_42,81.6,2.83,2.03,0
QUA_SUP000009_43,SUP000009,Month_43,85.4,2.24,1.48,0
QUA_SUP000009_44,SUP000009,Month_44,84.8,1.14,0.83,0
QUA_SUP000009_45,SUP000009,Month_45,88.2,2.9,2.24,0
QUA_SUP000009_46,SUP000009,Month_46,81.2,1.92,1.21,0
QUA_SUP000009_47,SUP000009,Month_47,81.3,1.03,0.76,0
QUA_SUP000009_48,SUP000009,Month_48,83.2,1.95,1.48,0
QUA_SUP000009_49,SUP000009,Month_49,84.2,1.24,0.95,0
QUA_SUP000009_50,SUP000009,Month_50,84.3,1.42,1.02,0
QUA_SUP000009_51,SUP000009,Month_51,85.2,1.67,1.22,0
QUA_SUP000009_52,SUP000009,Month_52,84.4,1.1,0.78,0
QUA_SUP000009_53,SUP000009,Month_53,91.1,1.39,0.91,0
QUA_SUP000009_54,SUP000009,Month_54,82.1,1.55,1.21,0
QUA_SUP000009_55,SUP000009,Month_55,86.2,1.22,0.75,0
QUA_SUP000009_56,SUP000009,Month_56,83.0,1.22,0.78,0
QUA_SUP000009_57,SUP000009,Month_57,90.7,2.15,1.44,0
QUA_SUP000009_58,SUP000009,Month_58,86.4,1.55,1.34,0
QUA_SUP000009_59,SUP000009,Month_59,88.4,1.81,1.3,0
QUA_SUP000009_60,SUP000009,Month_60,82.6,2.65,2.14,0
QUA_SUP000010_01,SUP000010,Month_01,78.6,6.0,3.85,1
QUA_SUP000010_02,SUP000010,Month_02,65.7,6.77,5.6,0
QUA_SUP000010_03,SUP000010,Month_03,62.5,7.06,6.27,3
QUA_SUP000010_04,SUP000010,Month_04,71.7,6.6,3.97,2
QUA_SUP000010_05,SUP000010,Month_05,77.0,3.12,2.06,0
QUA_SUP000010_06,SUP000010,Month_06,79.0,5.57,4.57,0
QUA_SUP000010_07,SUP000010,Month_07,71.4,6.74,4.64,0
QUA_SUP000010_08,SUP000010,Month_08,64.0,6.18,5.27,0
QUA_SUP000010_09,SUP000010,Month_09,70.0,4.95,3.36,0
QUA_SUP000010_10,SUP000010,Month_10,77.6,7.47,6.12,3
QUA_SUP000010_11,SUP000010,Month_11,64.1,4.59,2.86,0
QUA_SUP000010_12,SUP000010,Month_12,76.3,6.27,4.38,2
QUA_SUP000010_13,SUP000010,Month_13,71.1,4.24,3.35,0
QUA_SUP000010_14,SUP000010,Month_14,71.2,6.5,5.28,0
QUA_SUP000010_15,SUP000010,Month_15,67.7,7.16,5.23,0
QUA_SUP000010_16,SUP000010,Month_16,78.8,6.57,4.57,2
QUA_SUP000010_17,SUP000010,Month_17,77.1,5.98,5.16,0
QUA_SUP000010_18,SUP000010,Month_18,62.6,5.86,3.53,2
QUA_SUP000010_19,SUP000010,Month_19,64.5,4.69,4.14,1
QUA_SUP000010_20,SUP000010,Month_20,74.1,4.19,2.71,0
QUA_SUP000010_21,SUP000010,Month_21,76.6,6.3,4.31,2
QUA_SUP000010_22,SUP000010,Month_22,65.6,6.94,6.14,0
QUA_SUP000010_23,SUP000010,Month_23,77.4,6.37,3.83,1
QUA_SUP000010_24,SUP000010,Month_24,63.2,5.51,3.65,2
QUA_SUP000010_25,SUP000010,Month_25,65.2,4.88,3.31,0
QUA_SUP000010_26,SUP000010,Month_26,68.8,5.63,4.45,0
QUA_SUP000010_27,SUP000010,Month_27,70.7,5.96,3.9,0
QUA_SUP000010_28,SUP000010,Month_28,67.4,4.04,2.78,2
QUA_SUP000010_29,SUP000010,Month_29,70.7,6.59,4.73,1
QUA_SUP000010_30,SUP000010,Month_30,68.4,5.16,3.25,1
QUA_SUP000010_31,SUP000010,Month_31,64.0,6.96,5.76,1
QUA_SUP000010_32,SUP000010,Month_32,67.2,7.36,5.14,1
QUA_SUP000010_33,SUP000010,Month_33,73.9,3.52,2.6,0
QUA_SUP000010_34,SUP000010,Month_34,67.7,3.51,2.84,0
QUA_SUP000010_35,SUP000010,Month_35,74.7,6.48,4.83,0
QUA_SUP000010_36,SUP000010,Month_36,76.5,5.2,3.76,2
QUA_SUP000010_37,SUP000010,Month_37,66.2,4.31,3.24,0
QUA_SUP000010_38,SUP000010,Month_38,78.0,6.52,4.03,2
QUA_SUP000010_39,SUP000010,Month_39,75.9,4.18,2.9,0
QUA_SUP000010_40,SUP000010,Month_40,69.0,4.99,3.59,0
QUA_SUP000010_41,SUP000010,Month_41,78.4,4.21,3.44,0
QUA_SUP000010_42,SUP000010,Month_42,68.1,6.68,4.63,0
QUA_SUP000010_43,SUP000010,Month_43,69.4,5.58,3.62,0
QUA_SUP000010_44,SUP000010,Month_44,65.7,5.81,5.14,0
QUA_SUP000010_45,SUP000010,Month_45,73.0,4.48,3.5,1
QUA_SUP000010_46,SUP000010,Month_46,62.4,6.25,5.25,1
QUA_SUP000010_47,SUP000010,Month_47,63.6,6.17,5.39,3
QUA_SUP000010_48,SUP000010,Month_48,75.8,5.49,4.37,1
QUA_SUP000010_49,SUP000010,Month_49,71.3,4.63,3.05,0
QUA_SUP000010_50,SUP000010,Month_50,64.8,5.41,4.64,0
QUA_SUP000010_51,SUP000010,Month_51,66.1,6.61,5.77,0
QUA_SUP000010_52,SUP000010,Month_52,68.0,3.97,3.26,0
QUA_SUP000010_53,SUP000010,Month_53,78.9,3.16,1.92,0
QUA_SUP000010_54,SUP000010,Month_54,78.9,3.46,2.49,0
QUA_SUP000010_55,SUP000010,Month_55,70.7,3.71,2.56,4
QUA_SUP000010_56,SUP000010,Month_56,66.1,6.48,4.37,0
QUA_SUP000010_57,SUP000010,Month_57,66.9,3.56,2.97,2
QUA_SUP000010_58,SUP000010,Month_58,73.8,3.59,2.95,0
QUA_SUP000010_59,SUP000010,Month_59,66.9,3.38,2.1,1
QUA_SUP000010_60,SUP000010,Month_60,75.0,6.43,4.66,0
QUA_SUP000011_01,SUP000011,Month_01,96.5,0.75,0.55,0
QUA_SUP000011_02,SUP000011,Month_02,98.2,0.48,0.31,0
QUA_SUP000011_03,SUP000011,Month_03,98.9,0.63,0.42,0
QUA_SUP000011_04,SUP000011,Month_04,97.5,0.32,0.25,0
QUA_SUP000011_05,SUP000011,Month_05,95.5,0.31,0.24,0
QUA_SUP000011_06,SUP000011,Month_06,97.9,0.21,0.13,0
QUA_SUP000011_07,SUP000011,Month_07,98.8,0.65,0.56,0
QUA_SUP000011_08,SUP000011,Month_08,98.1,0.21,0.19,0
QUA_SUP000011_09,SUP000011,Month_09,99.9,0.56,0.47,0
QUA_SUP000011_10,SUP000011,Month_10,98.9,0.29,0.25,0
QUA_SUP000011_11,SUP000011,Month_11,97.4,0.7,0.48,0
QUA_SUP000011_12,SUP000011,Month_12,95.7,0.33,0.24,0
QUA_SUP000011_13,SUP000011,Month_13,98.7,0.41,0.3,0
QUA_SUP000011_14,SUP000011,Month_14,97.0,0.39,0.32,0
QUA_SUP000011_15,SUP000011,Month_15,97.0,0.78,0.55,0
QUA_SUP000011_16,SUP000011,Month_16,99.0,0.78,0.65,0
QUA_SUP000011_17,SUP000011,Month_17,95.1,0.59,0.39,0
QUA_SUP000011_18,SUP000011,Month_18,98.6,0.31,0.22,0
QUA_SUP000011_19,SUP000011,Month_19,96.6,0.65,0.46,0
QUA_SUP000011_20,SUP000011,Month_20,97.8,0.24,0.16,0
QUA_SUP000011_21,SUP000011,Month_21,97.5,0.7,0.44,0
QUA_SUP000011_22,SUP000011,Month_22,96.2,0.33,0.24,0
QUA_SUP000011_23,SUP000011,Month_23,98.6,0.43,0.38,0
QUA_SUP000011_24,SUP000011,Month_24,95.2,0.56,0.45,0
QUA_SUP000011_25,SUP000011,Month_25,99.5,0.44,0.3,0
QUA_SUP000011_26,SUP000011,Month_26,98.0,0.36,0.23,0
QUA_SUP000011_27,SUP000011,Month_27,98.2,0.29,0.21,0
QUA_SUP000011_28,SUP000011,Month_28,99.6,0.18,0.11,0
QUA_SUP000011_29,SUP000011,Month_29,98.7,0.33,0.27,0
QUA_SUP000011_30,SUP000011,Month_30,97.1,0.21,0.13,0
QUA_SUP000011_31,SUP000011,Month_31,96.5,0.24,0.15,0
QUA_SUP000011_32,SUP000011,Month_32,96.2,0.5,0.42,0
QUA_SUP000011_33,SUP000011,Month_33,96.3,0.47,0.32,0
QUA_SUP000011_34,SUP000011,Month_34,95.1,0.64,0.4,0
QUA_SUP000011_35,SUP000011,Month_35,98.9,0.6,0.42,0
QUA_SUP000011_36,SUP000011,Month_36,99.3,0.73,0.54,0
QUA_SUP000011_37,SUP000011,Month_37,99.4,0.23,0.17,0
QUA_SUP000011_38,SUP000011,Month_38,97.3,0.33,0.27,0
QUA_SUP000011_39,SUP000011,Month_39,98.5,0.28,0.23,0
QUA_SUP000011_40,SUP000011,Month_40,95.1,0.18,0.13,0
QUA_SUP000011_41,SUP000011,Month_41,97.0,0.44,0.27,0
QUA_SUP000011_42,SUP000011,Month_42,97.6,0.74,0.56,0
QUA_SUP000011_43,SUP000011,Month_43,95.1,0.41,0.25,0
QUA_SUP000011_44,SUP000011,Month_44,97.5,0.66,0.55,0
QUA_SUP000011_45,SUP000011,Month_45,97.5,0.5,0.4,0
QUA_SUP000011_46,SUP000011,Month_46,98.7,0.5,0.44,0
QUA_SUP000011_47,SUP000011,Month_47,98.9,0.47,0.4,0
QUA_SUP000011_48,SUP000011,Month_48,99.2,0.16,0.14,0
QUA_SUP000011_49,SUP000011,Month_49,98.1,0.8,0.66,0
QUA_SUP000011_50,SUP000011,Month_50,98.8,0.4,0.27,0
QUA_SUP000011_51,SUP000011,Month_51,97.3,0.72,0.59,0
QUA_SUP000011_52,SUP000011,Month_52,98.3,0.15,0.12,0
QUA_SUP000011_53,SUP000011,Month_53,96.7,0.47,0.38,0
QUA_SUP000011_54,SUP000011,Month_54,99.1,0.4,0.24,0
QUA_SUP000011_55,SUP000011,Month_55,97.9,0.1,0.09,0
QUA_SUP000011_56,SUP000011,Month_56,95.1,0.26,0.19,0
QUA_SUP000011_57,SUP000011,Month_57,96.3,0.26,0.21,0
QUA_SUP000011_58,SUP000011,Month_58,96.6,0.42,0.34,0
QUA_SUP000011_59,SUP000011,Month_59,98.8,0.5,0.35,0
QUA_SUP000011_60,SUP000011,Month_60,99.4,0.71,0.46,0
QUA_SUP000012_01,SUP000012,Month_01,94.0,1.63,1.07,0
QUA_SUP000012_02,SUP000012,Month_02,88.3,2.4,1.63,0
QUA_SUP000012_03,SUP000012,Month_03,91.8,2.38,1.71,0
QUA_SUP000012_04,SUP000012,Month_04,90.4,1.28,0.99,0
QUA_SUP000012_05,SUP000012,Month_05,86.1,1.0,0.85,0
QUA_SUP000012_06,SUP000012,Month_06,93.8,2.42,1.85,0
QUA_SUP000012_07,SUP000012,Month_07,90.0,1.02,0.91,0
QUA_SUP000012_08,SUP000012,Month_08,89.7,0.99,0.66,0
QUA_SUP000012_09,SUP000012,Month_09,93.3,1.11,0.92,0
QUA_SUP000012_10,SUP000012,Month_10,93.1,1.21,0.95,0
QUA_SUP000012_11,SUP000012,Month_11,89.4,1.04,0.81,0
QUA_SUP000012_12,SUP000012,Month_12,85.4,2.39,1.98,0
QUA_SUP000012_13,SUP000012,Month_13,86.9,1.16,0.81,0
QUA_SUP000012_14,SUP000012,Month_14,90.7,2.41,1.69,0
QUA_SUP000012_15,SUP000012,Month_15,94.5,2.37,1.67,1
QUA_SUP000012_16,SUP000012,Month_16,87.0,1.9,1.36,0
QUA_SUP000012_17,SUP000012,Month_17,86.5,1.3,0.8,0
QUA_SUP000012_18,SUP000012,Month_18,86.8,1.13,0.9,0
QUA_SUP000012_19,SUP000012,Month_19,89.4,2.28,1.42,0
QUA_SUP000012_20,SUP000012,Month_20,87.5,1.7,1.3,0
QUA_SUP000012_21,SUP000012,Month_21,86.4,2.44,1.5,0
QUA_SUP000012_22,SUP000012,Month_22,91.8,1.5,1.14,0
QUA_SUP000012_23,SUP000012,Month_23,91.2,1.09,0.96,1
QUA_SUP000012_24,SUP000012,Month_24,88.7,1.04,0.66,0
QUA_SUP000012_25,SUP000012,Month_25,87.3,1.45,1.11,0
QUA_SUP000012_26,SUP000012,Month_26,93.1,2.11,1.34,0
QUA_SUP000012_27,SUP000012,Month_27,87.2,1.87,1.44,0
QUA_SUP000012_28,SUP000012,Month_28,85.7,1.9,1.66,0
QUA_SUP000012_29,SUP000012,Month_29,94.4,1.9,1.3,0
QUA_SUP000012_30,SUP000012,Month_30,91.2,1.56,1.29,0
QUA_SUP000012_31,SUP000012,Month_31,91.8,1.84,1.3,0
QUA_SUP000012_32,SUP000012,Month_32,94.9,1.57,1.38,0
QUA_SUP000012_33,SUP000012,Month_33,86.5,1.71,1.21,2
QUA_SUP000012_34,SUP000012,Month_34,86.4,1.88,1.23,0
QUA_SUP000012_35,SUP000012,Month_35,94.7,2.5,2.16,1
QUA_SUP000012_36,SUP000012,Month_36,88.7,0.84,0.7,0
QUA_SUP000012_37,SUP000012,Month_37,86.4,1.58,1.29,0
QUA_SUP000012_38,SUP000012,Month_38,90.4,1.19,0.85,0
QUA_SUP000012_39,SUP000012,Month_39,93.4,1.4,1.24,0
QUA_SUP000012_40,SUP000012,Month_40,89.2,1.51,1.24,0
QUA_SUP000012_41,SUP000012,Month_41,89.4,1.46,1.04,0
QUA_SUP000012_42,SUP000012,Month_42,88.3,1.48,1.21,0
QUA_SUP000012_43,SUP000012,Month_43,87.1,1.17,0.77,0
QUA_SUP000012_44,SUP000012,Month_44,86.9,2.29,1.82,0
QUA_SUP000012_45,SUP000012,Month_45,91.2,2.33,1.78,0
QUA_SUP000012_46,SUP000012,Month_46,92.6,1.49,1.19,0
QUA_SUP000012_47,SUP000012,Month_47,87.1,1.04,0.66,0
QUA_SUP000012_48,SUP000012,Month_48,91.5,1.31,1.11,0
QUA_SUP000012_49,SUP000012,Month_49,92.7,1.86,1.14,1
QUA_SUP000012_50,SUP000012,Month_50,87.2,1.74,1.12,0
QUA_SUP000012_51,SUP000012,Month_51,88.8,1.68,1.1,0
QUA_SUP000012_52,SUP000012,Month_52,89.4,1.98,1.42,0
QUA_SUP000012_53,SUP000012,Month_53,91.7,1.26,1.04,0
QUA_SUP000012_54,SUP000012,Month_54,90.6,1.06,0.77,0
QUA_SUP000012_55,SUP000012,Month_55,92.8,1.14,0.82,1
QUA_SUP000012_56,SUP000012,Month_56,89.7,2.28,1.45,4
QUA_SUP000012_57,SUP000012,Month_57,94.3,1.34,1.18,0
QUA_SUP000012_58,SUP000012,Month_58,91.1,2.05,1.77,1
QUA_SUP000012_59,SUP000012,Month_59,91.8,2.14,1.34,0
QUA_SUP000012_60,SUP000012,Month_60,85.1,2.27,1.4,0
QUA_SUP000013_01,SUP000013,Month_01,95.4,1.16,0.87,0
QUA_SUP000013_02,SUP000013,Month_02,95.2,1.1,0.88,0
QUA_SUP000013_03,SUP000013,Month_03,94.6,1.14,0.89,0
QUA_SUP000013_04,SUP000013,Month_04,94.7,0.86,0.64,0
QUA_SUP000013_05,SUP000013,Month_05,95.8,0.79,0.56,0
QUA_SUP000013_06,SUP000013,Month_06,95.0,0.91,0.61,0
QUA_SUP000013_07,SUP000013,Month_07,95.5,0.62,0.42,0
QUA_SUP000013_08,SUP000013,Month_08,95.0,0.65,0.57,0
QUA_SUP000013_09,SUP000013,Month_09,94.2,0.85,0.6,0
QUA_SUP000013_10,SUP000013,Month_10,95.4,1.06,0.8,0
QUA_SUP000013_11,SUP000013,Month_11,95.2,0.61,0.44,0
QUA_SUP000013_12,SUP000013,Month_12,94.7,1.01,0.88,0
QUA_SUP000013_13,SUP000013,Month_13,95.7,1.02,0.7,0
QUA_SUP000013_14,SUP000013,Month_14,94.6,0.69,0.53,0
QUA_SUP000013_15,SUP000013,Month_15,95.4,1.04,0.8,0
QUA_SUP000013_16,SUP000013,Month_16,95.7,0.98,0.85,0
QUA_SUP000013_17,SUP000013,Month_17,94.7,0.56,0.47,0
QUA_SUP000013_18,SUP000013,Month_18,94.3,0.55,0.43,0
QUA_SUP000013_19,SUP000013,Month_19,95.0,0.6,0.44,0
QUA_SUP000013_20,SUP000013,Month_20,95.5,0.85,0.65,0
QUA_SUP000013_21,SUP000013,Month_21,95.7,0.88,0.6,0
QUA_SUP000013_22,SUP000013,Month_22,94.1,1.05,0.94,0
QUA_SUP000013_23,SUP000013,Month_23,96.0,0.55,0.49,0
QUA_SUP000013_24,SUP000013,Month_24,94.1,0.76,0.69,0
QUA_SUP000013_25,SUP000013,Month_25,94.8,0.62,0.48,0
QUA_SUP000013_26,SUP000013,Month_26,95.6,0.44,0.32,0
QUA_SUP000013_27,SUP000013,Month_27,94.0,0.88,0.65,0
QUA_SUP000013_28,SUP000013,Month_28,95.2,0.5,0.32,0
QUA_SUP000013_29,SUP000013,Month_29,95.3,1.04,0.64,2
QUA_SUP000013_30,SUP000013,Month_30,94.3,0.62,0.48,0
QUA_SUP000013_31,SUP000013,Month_31,95.5,1.03,0.9,0
QUA_SUP000013_32,SUP000013,Month_32,94.6,0.56,0.49,0
QUA_SUP000013_33,SUP000013,Month_33,94.9,0.41,0.29,0
